passenger_id,first_name,last_name,gender,dob,nationality,frequent_flyer_status,ff_points,typical_flight_freq_per_year
P0061611668,James,Roberts,F,1999-04-17,Singapore,None,0,1
P0061611669,Rodney,Lane,M,2005-05-02,Pakistan,None,0,1
P0061611670,Tanner,Maxwell,M,1991-08-14,Italy,None,0,0
P0061611671,Janet,Shepherd,M,1955-12-13,Chile,None,0,1
P0061611672,Stacey,Day,O,1998-06-13,Solomon Islands,None,0,1
P0061611673,Francisco,Pittman,F,1941-07-04,Philippines,Gold,35657,15
P0061611674,Donna,Aguilar,F,1988-12-12,Guadeloupe,None,0,1
P0061611675,David,Hernandez,F,1974-04-03,Switzerland,None,0,1
P0061611676,Nicholas,Cox,F,1976-01-05,North Macedonia,None,0,0
P0061611677,Amanda,Powell,F,1946-06-16,Solomon Islands,None,0,1
P0061611678,Kelly,Morris,M,1986-02-06,Samoa,Gold,46541,10
P0061611679,Jessica,Ball,O,1952-06-03,Paraguay,None,0,1
P0061611680,Leonard,Barrett,M,1951-09-11,Bolivia,None,0,0
P0061611681,Roberto,Novak,M,2004-01-02,Turkey,Silver,11770,4
P0061611682,Brian,Davis,M,1942-07-17,Afghanistan,Silver,10588,2
P0061611683,Bradley,Graham,O,1999-11-03,Jamaica,None,0,2
P0061611684,Whitney,Valentine,F,1999-02-22,Kyrgyz Republic,None,0,2
P0061611685,Karl,Wheeler,F,1957-11-13,Nicaragua,Platinum,76706,20
P0061611686,Robin,Kaiser,O,1999-05-24,Malawi,None,0,1
P0061611687,Mary,Steele,F,1948-05-05,Bosnia and Herzegovina,None,0,1
P0061611688,Angela,Wolfe,F,1949-01-30,Chile,Silver,16128,2
P0061611689,Tara,Richardson,M,1998-11-16,Saint Vincent and the Grenadines,None,0,0
P0061611690,Brian,Montgomery,M,1945-09-15,Singapore,None,0,1
P0061611691,Luis,Richard,O,2003-04-14,Belarus,None,0,0
P0061611692,Michael,Campbell,O,1983-09-21,Northern Mariana Islands,None,0,0
P0061611693,Jim,Valdez,M,1994-08-28,Afghanistan,Silver,5813,2
P0061611694,Anthony,Key,M,2004-08-23,Latvia,Silver,17946,3
P0061611695,Brittany,Walker,O,1993-12-19,Christmas Island,None,0,0
P0061611696,Gregory,Zhang,O,1961-12-17,Saudi Arabia,None,0,2
P0061611697,George,Perez,F,1984-06-07,Tanzania,None,0,2
P0061611698,Courtney,Moss,F,1949-05-15,Serbia,None,0,2
P0061611699,Shawn,Coffey,O,1986-12-27,Bhutan,None,0,2
P0061611700,Matthew,Harvey,F,1951-04-20,Singapore,None,0,0
P0061611701,Shane,Hooper,O,1993-10-25,Venezuela,None,0,0
P0061611702,William,Padilla,F,1944-02-23,Bangladesh,None,0,1
P0061611703,Christina,Rivera,F,1973-07-30,Cayman Islands,None,0,0
P0061611704,Cynthia,Reed,M,1973-02-28,Palau,None,0,1
P0061611705,Keith,Sawyer,F,2001-02-22,American Samoa,None,0,0
P0061611706,Thomas,Warren,O,1968-01-05,Bahamas,None,0,2
P0061611707,Kimberly,Jacobson,F,1973-06-27,Chad,Platinum,133395,20
P0061611708,Joseph,Lane,M,1990-03-12,Qatar,None,0,0
P0061611709,James,Morrison,F,1960-03-27,Sudan,None,0,1
P0061611710,Jacob,Mclaughlin,F,1998-11-23,Maldives,None,0,0
P0061611711,Patricia,Brown,F,1958-01-14,Sao Tome and Principe,None,0,1
P0061611712,Daniel,Smith,F,1968-03-24,Comoros,Silver,5188,2
P0061611713,Jason,Harris,F,1979-12-11,Suriname,None,0,1
P0061611714,Linda,Dunn,O,1942-03-08,Venezuela,None,0,1
P0061611715,Dawn,Smith,M,1947-12-11,India,None,0,2
P0061611716,Jeffrey,Orozco,O,1949-09-18,Mayotte,Silver,11144,4
P0061611717,Kyle,Holt,O,1965-02-01,Mozambique,None,0,0
P0061611718,Cheyenne,Thompson,M,1959-07-17,Taiwan,None,0,2
P0061611719,Michael,Martinez,F,1949-02-17,North Macedonia,None,0,1
P0061611720,Christopher,Carlson,M,1958-04-09,Ecuador,None,0,1
P0061611721,Beth,Browning,M,1978-03-09,Slovenia,Silver,19616,2
P0061611722,Darrell,Wilson,M,1979-05-31,United Arab Emirates,None,0,2
P0061611723,Vanessa,Bell,M,1947-09-29,Wallis and Futuna,None,0,1
P0061611724,Ian,Hamilton,F,1998-07-04,Suriname,Silver,5027,3
P0061611725,James,Maldonado,M,2000-02-04,Panama,None,0,1
P0061611726,Kevin,Harris,F,2002-05-27,Guyana,None,0,1
P0061611727,Marie,Parsons,O,2002-01-04,Canada,Gold,59504,5
P0061611728,Sarah,Sloan,M,1965-12-17,Yemen,None,0,1
P0061611729,Jeremy,Tran,M,1974-02-20,Isle of Man,None,0,2
P0061611730,Carl,Acevedo,F,1950-04-23,Fiji,None,0,1
P0061611731,Corey,Smith,F,1990-06-25,Saint Lucia,None,0,0
P0061611732,Shawn,Baker,O,1989-01-10,France,None,0,1
P0061611733,Jon,Reeves,F,1987-09-28,Montenegro,None,0,0
P0061611734,Tracy,Guzman,F,1976-01-27,Guinea,None,0,2
P0061611735,Adrian,Gibbs,O,1964-08-10,Slovakia (Slovak Republic),None,0,0
P0061611736,Heather,Walker,M,1994-02-20,Mozambique,Silver,6388,4
P0061611737,Tim,Kennedy,M,1966-12-04,Macao,Silver,6772,5
P0061611738,Michelle,Johnson,O,1996-07-11,Hong Kong,Silver,18868,2
P0061611739,Justin,Mccarthy,O,1975-06-23,Spain,None,0,2
P0061611740,Rhonda,Santos,M,1980-03-13,Korea,None,0,1
P0061611741,Aaron,Vasquez,O,1963-12-29,Papua New Guinea,None,0,1
P0061611742,Kimberly,Hampton,F,2000-02-12,Falkland Islands (Malvinas),Platinum,177604,10
P0061611743,Julia,Douglas,F,1987-06-30,Gibraltar,None,0,1
P0061611744,Laura,Gutierrez,M,1961-07-06,Guadeloupe,None,0,1
P0061611745,Michael,Watts,F,1940-12-26,Luxembourg,None,0,0
P0061611746,Amanda,Stone,M,1986-03-31,Iceland,None,0,2
P0061611747,Charles,Braun,O,1978-03-23,Holy See (Vatican City State),Platinum,138316,20
P0061611748,Joshua,Robinson,O,2007-01-21,Guinea,None,0,1
P0061611749,Andrew,Aguirre,F,1952-07-11,Dominica,None,0,1
P0061611750,Loretta,Mendoza,M,1980-01-11,Guernsey,None,0,0
P0061611751,John,Salazar,F,1965-07-14,Montserrat,None,0,1
P0061611752,Nathan,Hernandez,F,1969-04-04,Pakistan,Gold,27684,15
P0061611753,Olivia,Boyle,O,1948-06-12,Libyan Arab Jamahiriya,None,0,1
P0061611754,Emma,Garcia,M,1955-04-01,Holy See (Vatican City State),None,0,0
P0061611755,James,Carter,O,1962-12-18,Comoros,None,0,1
P0061611756,Gregory,Hooper,O,1981-07-10,Sweden,None,0,1
P0061611757,Sarah,Hart,F,1952-12-14,Greece,Gold,59755,5
P0061611758,Lindsey,Moran,O,1995-10-20,Jamaica,None,0,1
P0061611759,Ashley,Erickson,F,1940-06-25,Tonga,Platinum,186684,20
P0061611760,Courtney,Martin,M,2006-10-25,United States of America,None,0,2
P0061611761,Anne,Daniel,M,1985-11-30,Saint Helena,Silver,6187,4
P0061611762,Ryan,Hayes,O,1985-02-25,Bermuda,None,0,0
P0061611763,Rebecca,Gregory,O,1944-08-06,Algeria,Silver,19642,3
P0061611764,Samantha,Rodriguez,F,1989-02-17,Sao Tome and Principe,Gold,44267,15
P0061611765,Alicia,Hutchinson,O,1947-04-10,Brazil,None,0,0
P0061611766,Toni,Hall,O,1994-07-15,Iceland,None,0,1
P0061611767,Ashley,Hanson,F,2003-04-20,Cocos (Keeling) Islands,None,0,1
P0061611768,Michelle,Martinez,O,1976-12-18,United States Virgin Islands,None,0,2
P0061611769,Brittany,Mathis,O,2000-12-01,Sudan,None,0,1
P0061611770,Alice,Carr,F,1979-12-28,Peru,None,0,1
P0061611771,Victoria,Smith,M,1993-10-27,American Samoa,None,0,2
P0061611772,Kristin,Simpson,O,1990-01-18,Indonesia,None,0,1
P0061611773,Jody,Moore,F,1959-02-17,Taiwan,Gold,40334,15
P0061611774,Charles,Conway,O,1969-01-03,Mauritius,None,0,0
P0061611775,Mary,Gomez,F,2007-03-30,Indonesia,Silver,17438,3
P0061611776,Brandon,Holmes,O,2002-07-13,Northern Mariana Islands,None,0,2
P0061611777,James,Hunter,O,2000-04-08,Belgium,None,0,1
P0061611778,Laura,Barron,F,1985-11-29,Angola,Gold,32305,5
P0061611779,Taylor,Reeves,O,2004-03-23,Japan,None,0,0
P0061611780,Brent,Roth,M,1954-01-26,Namibia,None,0,1
P0061611781,Stephanie,Anderson,F,1994-05-10,Mali,Silver,17862,2
P0061611782,Lisa,Pena,F,1939-08-25,Andorra,None,0,1
P0061611783,Deborah,Boyd,F,1983-11-16,Oman,None,0,1
P0061611784,Joshua,Williams,M,1988-10-06,Saint Barthelemy,None,0,1
P0061611785,Nathaniel,West,M,1973-05-20,Djibouti,None,0,0
P0061611786,Linda,Mclean,M,1953-03-09,Venezuela,None,0,1
P0061611787,Sandra,Vincent,M,1982-04-04,Botswana,None,0,1
P0061611788,Connie,Cooper,M,1998-05-05,Mexico,None,0,2
P0061611789,Anthony,Giles,F,1947-09-27,Micronesia,None,0,1
P0061611790,Jacqueline,Smith,F,1962-03-04,Tajikistan,None,0,1
P0061611791,Christopher,Wilkinson,O,1998-02-18,Uruguay,None,0,1
P0061611792,James,Pierce,F,1963-10-23,Grenada,Gold,21226,15
P0061611793,Richard,Cunningham,F,1973-10-12,Papua New Guinea,Silver,9242,3
P0061611794,Cynthia,Williams,O,2001-10-11,Bolivia,None,0,0
P0061611795,Jackie,Mccoy,M,1970-06-15,Eritrea,None,0,1
P0061611796,Laura,Willis,O,1952-10-26,El Salvador,None,0,1
P0061611797,Jason,Dean,F,1953-11-26,Holy See (Vatican City State),None,0,1
P0061611798,Cheryl,Landry,M,1998-06-04,Serbia,None,0,1
P0061611799,Maria,Rodriguez,F,1986-08-29,Monaco,None,0,1
P0061611800,Ashley,Trujillo,M,1982-03-04,Saudi Arabia,None,0,0
P0061611801,Jason,Brooks,M,1962-02-08,British Virgin Islands,Silver,19537,5
P0061611802,Nicole,Rowland,M,1949-03-11,Colombia,None,0,2
P0061611803,Erin,Warner,M,1983-10-12,Cayman Islands,None,0,0
P0061611804,Anne,Castillo,F,1992-01-27,Northern Mariana Islands,None,0,1
P0061611805,Karen,Cooley,F,1974-04-21,Malta,Platinum,168775,10
P0061611806,Megan,Harris,O,1999-11-09,Guernsey,Platinum,63773,20
P0061611807,Philip,Allen,M,1988-01-06,Turkmenistan,Platinum,80764,20
P0061611808,Phillip,Green,F,2001-05-10,Syrian Arab Republic,Gold,20979,15
P0061611809,Natasha,Hall,O,1948-03-28,Burundi,None,0,1
P0061611810,Willie,Mcdaniel,M,2000-01-29,Vanuatu,None,0,2
P0061611811,John,Franklin,O,1978-04-04,Gambia,None,0,2
P0061611812,Theresa,Brown,O,1978-03-16,Luxembourg,None,0,1
P0061611813,Christopher,Hooper,M,1979-05-25,Martinique,Silver,10003,5
P0061611814,Judy,Owens,F,1967-06-29,Fiji,None,0,1
P0061611815,Emily,Johnson,O,1991-04-12,Sweden,None,0,2
P0061611816,Kimberly,Lowe,F,1956-12-01,United States of America,Silver,14217,5
P0061611817,William,Yang,F,1973-02-16,Austria,None,0,1
P0061611818,Tammy,Davis,O,1997-04-22,Barbados,None,0,0
P0061611819,Brian,Alvarez,M,1961-07-07,Burundi,None,0,2
P0061611820,Shannon,Peck,M,1978-08-25,Trinidad and Tobago,None,0,1
P0061611821,Martha,Hill,M,1977-10-29,Vanuatu,None,0,2
P0061611822,James,Young,M,1990-01-18,Korea,None,0,1
P0061611823,Jamie,Pena,F,1966-01-10,United States of America,None,0,0
P0061611824,Anthony,Stephens,M,1997-11-29,Philippines,Silver,14631,3
P0061611825,Eric,Waters,O,1950-09-25,Japan,None,0,1
P0061611826,Elizabeth,Garcia,M,1950-04-22,Reunion,None,0,2
P0061611827,Steven,Martin,F,1987-09-18,Kuwait,None,0,2
P0061611828,Andrea,Smith,O,2004-06-10,Turkmenistan,Silver,10025,3
P0061611829,Ashley,Sanchez,F,1956-10-28,Oman,None,0,2
P0061611830,Jennifer,Proctor,F,1979-12-01,Bahrain,Silver,13642,4
P0061611831,Michael,Ball,O,2003-05-18,French Southern Territories,None,0,2
P0061611832,Jennifer,Campbell,F,1971-01-01,Korea,None,0,0
P0061611833,Chris,Christensen,F,1951-01-30,Russian Federation,None,0,2
P0061611834,Wesley,Patterson,F,1948-08-10,Palestinian Territory,Silver,17033,5
P0061611835,Rebecca,Haynes,O,1944-09-29,Senegal,None,0,2
P0061611836,Wanda,Holland,F,1999-08-08,Rwanda,Silver,14255,5
P0061611837,Ashley,Frye,O,1977-06-22,Georgia,Silver,6373,5
P0061611838,Ashley,Baker,F,1954-12-25,Heard Island and McDonald Islands,None,0,1
P0061611839,Sarah,Gonzalez,F,1984-09-21,Afghanistan,Gold,50171,10
P0061611840,Margaret,Jacobs,F,1988-04-13,Mali,None,0,1
P0061611841,Christopher,Baker,O,1973-06-13,French Polynesia,None,0,0
P0061611842,Christian,Bowen,F,1998-08-14,Malta,None,0,1
P0061611843,Kevin,Davis,M,1991-04-06,Qatar,None,0,2
P0061611844,Greg,Sullivan,F,1994-09-20,China,None,0,1
P0061611845,Grace,Hinton,M,1994-01-26,Denmark,None,0,2
P0061611846,Sean,Baker,M,1952-03-10,Burkina Faso,Silver,5971,5
P0061611847,Mark,Davis,F,1953-04-12,United States Virgin Islands,None,0,0
P0061611848,Brenda,Kent,M,1955-03-14,Micronesia,None,0,2
P0061611849,Carol,Smith,F,1991-11-27,Nigeria,None,0,1
P0061611850,Noah,Wells,O,1955-10-11,Guatemala,None,0,1
P0061611851,Michael,Stevens,M,1965-04-01,Madagascar,None,0,0
P0061611852,Lawrence,Nelson,O,1970-08-25,Afghanistan,None,0,1
P0061611853,Jason,Gonzalez,M,1941-10-03,Turks and Caicos Islands,None,0,1
P0061611854,Brian,Graham,M,1949-05-18,Greece,Silver,9167,4
P0061611855,Stefanie,Davis,F,1968-06-30,Saint Vincent and the Grenadines,Gold,24043,15
P0061611856,Barbara,Mcmahon,O,1940-05-05,Haiti,None,0,1
P0061611857,Melissa,Edwards,M,1959-06-07,Saint Vincent and the Grenadines,None,0,2
P0061611858,Barbara,Ramsey,F,2002-04-12,Sri Lanka,Gold,26856,15
P0061611859,April,Randolph,M,1976-10-30,Montenegro,None,0,1
P0061611860,Joseph,Johnson,O,1964-09-12,Guinea,Silver,17021,5
P0061611861,Steven,Harper,O,1949-04-23,Liechtenstein,None,0,0
P0061611862,Jose,Nelson,O,2006-01-22,Eritrea,Silver,5780,4
P0061611863,Andrew,Hughes,M,1957-12-28,Christmas Island,None,0,1
P0061611864,Rebecca,Dominguez,F,2001-10-15,Iraq,None,0,1
P0061611865,Nicholas,Castaneda,F,1951-09-27,Aruba,Gold,36534,15
P0061611866,Sabrina,Jones,M,1955-11-30,Sudan,Silver,10776,3
P0061611867,Debra,Moody,F,1959-03-19,Anguilla,None,0,1
P0061611868,Ray,Kaufman,F,1993-06-28,Burkina Faso,Platinum,63507,20
P0061611869,Samantha,Daniel,O,1972-05-07,New Zealand,None,0,0
P0061611870,Cindy,Santiago,O,1963-05-03,Brunei Darussalam,None,0,1
P0061611871,Eric,Le,F,1995-10-13,Vanuatu,None,0,1
P0061611872,Jacqueline,Wright,F,2002-04-09,Andorra,None,0,2
P0061611873,Joe,Berry,O,1982-07-20,Tunisia,None,0,2
P0061611874,Melissa,Williams,O,1944-05-04,Czech Republic,None,0,1
P0061611875,Robert,Smith,O,1979-10-12,Montserrat,None,0,1
P0061611876,George,Richard,O,1940-07-11,Bhutan,None,0,2
P0061611877,Haley,Pace,F,1955-02-16,United States Minor Outlying Islands,None,0,1
P0061611878,Sarah,Taylor,O,1975-04-29,Botswana,None,0,0
P0061611879,Nicole,Ruiz,F,1989-07-09,Bermuda,None,0,0
P0061611880,Cameron,Hall,F,2004-02-08,Brazil,None,0,1
P0061611881,Michael,Warner,M,2006-10-08,El Salvador,None,0,0
P0061611882,Carolyn,Davis,F,1959-07-29,Tuvalu,None,0,1
P0061611883,James,Ramirez,F,1984-06-03,United States of America,None,0,2
P0061611884,Crystal,Andrade,O,1941-12-30,Bouvet Island (Bouvetoya),None,0,2
P0061611885,Edward,Gray,O,1981-04-22,Holy See (Vatican City State),None,0,1
P0061611886,Phillip,Smith,M,2007-05-09,Togo,Silver,12120,2
P0061611887,Kevin,Mcclure,O,1947-12-20,Comoros,Platinum,73571,10
P0061611888,James,Robbins,O,2003-12-05,Luxembourg,Silver,6347,4
P0061611889,Joel,Hart,O,1989-05-09,Belgium,None,0,1
P0061611890,Kathryn,Lopez,M,1944-07-25,Papua New Guinea,None,0,1
P0061611891,Marc,Thomas,F,1944-04-10,Palestinian Territory,None,0,1
P0061611892,Kevin,Jones,O,1991-08-31,San Marino,None,0,1
P0061611893,Maria,Hodge,M,1990-08-13,Turkey,None,0,1
P0061611894,Lydia,Williams,O,1994-12-08,Slovenia,None,0,0
P0061611895,James,Jacobson,F,2000-04-27,Haiti,None,0,0
P0061611896,James,Hill,F,1956-04-13,Montenegro,None,0,1
P0061611897,Brian,Ross,F,1942-03-24,Mexico,None,0,1
P0061611898,David,Edwards,M,1963-11-20,Ghana,None,0,1
P0061611899,Steven,Hall,M,1963-10-27,Oman,None,0,1
P0061611900,Samantha,Kelly,F,1940-01-08,Puerto Rico,None,0,2
P0061611901,Breanna,Reed,O,1994-03-31,Liberia,None,0,2
P0061611902,Michael,Andrews,M,1940-01-07,Ukraine,None,0,1
P0061611903,Cody,Collins,O,1954-08-11,Faroe Islands,None,0,0
P0061611904,Oscar,Miller,M,1981-04-28,Bahamas,None,0,0
P0061611905,Beth,Douglas,F,1968-02-29,Romania,Gold,40444,5
P0061611906,Jodi,Mcbride,M,1949-04-10,British Virgin Islands,Silver,14752,3
P0061611907,Laura,Cardenas,M,1954-08-15,Ghana,Silver,13208,5
P0061611908,Jennifer,Smith,O,1953-11-30,Switzerland,Gold,32523,15
P0061611909,Leah,Mooney,M,2006-04-03,North Macedonia,None,0,0
P0061611910,Jason,Spears,F,1993-02-19,Paraguay,None,0,2
P0061611911,Gary,Ross,F,1984-10-16,Saint Pierre and Miquelon,Silver,6973,5
P0061611912,Jackie,Ruiz,O,1975-02-19,Sri Lanka,None,0,1
P0061611913,Lonnie,Gibson,O,1949-03-19,Puerto Rico,None,0,1
P0061611914,Karen,Holder,F,1958-01-14,Monaco,Gold,46046,10
P0061611915,Karen,Drake,M,1980-08-07,France,None,0,1
P0061611916,Bianca,Wilson,F,2001-12-13,Hungary,Silver,7513,2
P0061611917,Michael,Ballard,M,1967-06-23,Costa Rica,None,0,1
P0061611918,Jay,Baker,O,1974-02-02,Bahamas,None,0,0
P0061611919,Jerry,Vasquez,F,1990-02-01,Niger,None,0,2
P0061611920,Felicia,Reese,M,1989-05-13,Mayotte,None,0,1
P0061611921,Michelle,Skinner,O,1995-07-29,Grenada,None,0,1
P0061611922,Brandy,Kelly,O,1981-04-08,Pitcairn Islands,None,0,1
P0061611923,Edward,Day,M,1940-06-04,Western Sahara,None,0,2
P0061611924,Laura,Owens,F,1953-03-15,Pakistan,None,0,1
P0061611925,Lisa,Hawkins,M,1964-09-01,Nauru,Silver,7013,4
P0061611926,Jason,Hall,O,1962-02-01,Saudi Arabia,None,0,1
P0061611927,Bobby,Ryan,O,1962-05-03,Palestinian Territory,None,0,2
P0061611928,Paul,Crawford,O,1967-06-01,Korea,Silver,18128,2
P0061611929,Savannah,Cooper,F,1959-10-22,Guinea-Bissau,None,0,0
P0061611930,Amber,Alvarado,F,1977-02-08,Falkland Islands (Malvinas),Silver,15368,2
P0061611931,Kaitlyn,Kim,M,1949-07-30,South Africa,None,0,1
P0061611932,Caitlin,Harper,O,1987-07-17,Swaziland,Silver,12315,4
P0061611933,Heather,Rhodes,M,1941-10-28,Antarctica (the territory South of 60 deg S),Platinum,112388,20
P0061611934,Megan,Young,O,1974-09-09,Iraq,None,0,0
P0061611935,Samantha,Newton,O,1956-02-28,Niue,None,0,0
P0061611936,Christina,Tucker,M,1958-02-06,Lao People's Democratic Republic,None,0,1
P0061611937,Danny,Garner,F,2003-01-14,Germany,None,0,1
P0061611938,Brendan,Bennett,O,1976-02-01,Mali,Silver,19741,4
P0061611939,Emily,Singleton,O,1989-04-07,Argentina,None,0,2
P0061611940,Ashley,Flores,F,1945-01-10,Australia,None,0,0
P0061611941,Caitlin,Simon,F,2005-04-26,Liechtenstein,Silver,14061,4
P0061611942,Brenda,Diaz,O,1970-08-14,Benin,Platinum,176771,10
P0061611943,William,Martin,O,1972-02-18,Tonga,None,0,2
P0061611944,Tony,Tate,O,2003-12-21,Croatia,None,0,0
P0061611945,Brittany,Davis,O,1996-02-14,Switzerland,None,0,1
P0061611946,Michael,Johnson,M,1963-02-09,Sweden,None,0,1
P0061611947,Tonya,Mcdonald,M,1975-10-08,Wallis and Futuna,Silver,16957,3
P0061611948,Thomas,Adkins,M,1989-02-12,Suriname,None,0,2
P0061611949,Ryan,Martin,O,1988-11-12,Guatemala,None,0,1
P0061611950,Jessica,Henderson,M,1988-07-27,Togo,None,0,0
P0061611951,Matthew,Jensen,O,2004-02-22,Austria,None,0,0
P0061611952,Michelle,Ortiz,F,1953-04-28,Swaziland,None,0,1
P0061611953,Stephanie,Ramsey,M,1996-02-22,Falkland Islands (Malvinas),None,0,0
P0061611954,Jesse,Anthony,F,1968-06-12,Costa Rica,None,0,2
P0061611955,Carmen,Davis,O,1995-08-31,Guinea-Bissau,None,0,1
P0061611956,Heather,Pena,M,1963-11-03,Burkina Faso,None,0,0
P0061611957,Kimberly,Woodard,F,1983-09-08,Niger,None,0,2
P0061611958,Matthew,Bailey,O,1950-07-07,Bermuda,None,0,2
P0061611959,Jessica,Smith,F,1948-10-20,Guernsey,None,0,0
P0061611960,Julia,Terry,O,1942-07-17,Kiribati,Silver,15445,4
P0061611961,Victoria,Black,F,2001-12-23,Ecuador,Gold,39879,15
P0061611962,Valerie,Wright,F,1957-10-24,Puerto Rico,Platinum,141863,40
P0061611963,Joanne,Smith,O,1998-04-11,Dominican Republic,None,0,2
P0061611964,Dennis,Collins,F,1949-01-13,Korea,None,0,2
P0061611965,Brian,Hernandez,M,1988-12-22,Guatemala,Silver,17762,3
P0061611966,Joyce,Fletcher,M,1986-01-02,Finland,None,0,2
P0061611967,Daniel,Spears,O,1980-12-25,Lithuania,None,0,2
P0061611968,Barry,Allison,F,1989-01-19,Denmark,None,0,1
P0061611969,Amanda,Ingram,O,1993-09-20,Turkey,None,0,1
P0061611970,Dylan,Glenn,O,1941-12-03,Wallis and Futuna,Gold,30480,10
P0061611971,Sara,Murphy,M,1998-02-20,Aruba,Silver,19960,2
P0061611972,Catherine,Duarte,F,1958-09-01,Bulgaria,None,0,1
P0061611973,Virginia,Watkins,M,1944-06-10,Brunei Darussalam,None,0,1
P0061611974,Steven,Morris,O,1997-03-15,Cyprus,None,0,0
P0061611975,Ethan,Roth,M,2004-02-07,Christmas Island,Gold,48020,10
P0061611976,Shawn,Lewis,O,1967-12-10,Sweden,None,0,1
P0061611977,Brad,Whitaker,F,1994-09-05,Seychelles,Silver,13644,5
P0061611978,Jeffrey,Juarez,M,1992-01-05,Angola,None,0,2
P0061611979,Christopher,Williamson,O,1964-06-04,Gabon,None,0,1
P0061611980,Rebecca,Brady,F,1974-06-17,Kuwait,None,0,1
P0061611981,Jessica,Garcia,O,2001-02-01,Equatorial Guinea,None,0,1
P0061611982,Tiffany,Jones,F,1957-05-29,Comoros,Gold,31811,15
P0061611983,Gina,Watkins,F,1990-03-26,Cote d'Ivoire,None,0,1
P0061611984,William,Taylor,F,1981-12-05,Kyrgyz Republic,Gold,42499,15
P0061611985,Mark,Murphy,M,1982-04-26,San Marino,None,0,1
P0061611986,Jennifer,Mcconnell,M,1982-03-25,Burundi,Gold,48558,10
P0061611987,Albert,Nelson,F,1958-02-19,Nepal,None,0,1
P0061611988,Blake,Stevens,M,1967-09-02,Saint Helena,None,0,2
P0061611989,Tammy,Robinson,F,1973-11-09,Latvia,None,0,1
P0061611990,Amy,Cordova,M,1991-08-08,Slovakia (Slovak Republic),None,0,1
P0061611991,Alicia,Erickson,M,1996-08-26,Venezuela,None,0,1
P0061611992,Michael,Ellis,F,1949-03-03,Norfolk Island,None,0,1
P0061611993,Lisa,Ball,O,2005-06-07,Guadeloupe,None,0,2
P0061611994,Stephanie,Vance,M,1974-07-05,Brunei Darussalam,None,0,1
P0061611995,Mark,Lopez,M,1979-01-20,Maldives,None,0,1
P0061611996,Dustin,Mack,F,2004-06-11,Norway,None,0,1
P0061611997,Anthony,Boyd,O,1965-11-21,Bouvet Island (Bouvetoya),None,0,1
P0061611998,Christopher,Cook,F,1991-02-16,Argentina,None,0,1
P0061611999,Jordan,Bennett,M,1940-05-12,Seychelles,None,0,2
P0061612000,Melissa,Lee,M,1985-11-13,Greenland,None,0,1
P0061612001,Sarah,Richardson,F,1963-01-08,Guadeloupe,Silver,17394,2
P0061612002,Renee,Ryan,O,1941-05-05,Mexico,Silver,13141,3
P0061612003,Christopher,Wade,M,2001-11-04,Seychelles,None,0,2
P0061612004,Scott,Doyle,F,1941-10-27,Burkina Faso,None,0,1
P0061612005,Mary,Cole,F,1980-09-18,Honduras,None,0,1
P0061612006,Deanna,Gonzalez,M,1946-09-27,Saint Lucia,None,0,1
P0061612007,Danielle,West,O,1982-07-02,Paraguay,Silver,15812,4
P0061612008,Christina,Ford,F,1962-03-13,United States Virgin Islands,Gold,48894,5
P0061612009,James,Robinson,F,2003-09-04,Malta,None,0,1
P0061612010,Andrew,Gutierrez,O,1967-03-27,Micronesia,None,0,1
P0061612011,Christopher,Norton,O,2001-11-08,France,None,0,1
P0061612012,Jennifer,Reyes,M,1991-02-20,Singapore,None,0,2
P0061612013,Latoya,Campbell,O,1953-06-27,United Kingdom,None,0,2
P0061612014,Joshua,Morris,O,1992-01-03,Brunei Darussalam,None,0,0
P0061612015,Robert,Frazier,O,1987-04-10,Greenland,None,0,1
P0061612016,Stephen,Howard,M,1959-12-14,Iran,Gold,24574,10
P0061612017,Laurie,Gray,M,1941-11-15,Hungary,None,0,1
P0061612018,Matthew,Lane,F,1958-05-06,Ukraine,None,0,1
P0061612019,Amber,Foster,O,1944-07-20,Bahrain,Platinum,152607,10
P0061612020,Paul,Morris,F,1955-09-25,Mauritania,None,0,0
P0061612021,Heather,Hall,M,1940-04-08,Saint Helena,Gold,41047,10
P0061612022,Michael,West,M,1969-04-18,Nicaragua,None,0,2
P0061612023,Nancy,Olson,F,1973-03-09,Austria,None,0,1
P0061612024,Justin,Carroll,M,1946-10-23,Central African Republic,Gold,23023,5
P0061612025,Curtis,Lamb,M,1949-07-07,Mali,None,0,0
P0061612026,Paul,Dudley,F,1941-09-08,Zimbabwe,None,0,1
P0061612027,William,Dennis,M,1955-01-22,Ecuador,None,0,2
P0061612028,Peter,Cabrera,O,1984-06-22,Malaysia,Gold,48880,15
P0061612029,Richard,Andrade,M,1946-11-08,Bosnia and Herzegovina,Silver,16766,5
P0061612030,Leslie,Johnson,F,1956-11-10,British Indian Ocean Territory (Chagos Archipelago),Silver,6919,4
P0061612031,Caitlin,Nichols,M,1944-10-17,Antarctica (the territory South of 60 deg S),Silver,17168,4
P0061612032,Miranda,Nelson,F,1946-01-18,Madagascar,None,0,1
P0061612033,Barbara,Gray,O,1951-02-12,United Arab Emirates,Silver,18400,3
P0061612034,Kevin,Cruz,F,1957-12-23,Georgia,None,0,1
P0061612035,Michael,Martinez,O,1991-01-17,Mayotte,None,0,2
